YEAR,MONTH,DAY,TEAM HOME,TEAM AWAY,GAME TYPE
2024,10,4,Buffalo Sabres,New Jersey Devils,Regular
2024,10,5,New Jersey Devils,Buffalo Sabres,Regular
2024,10,8,Seattle Kraken,St. Louis Blues,Regular
2024,10,8,Florida Panthers,Boston Bruins,Regular
2024,10,8,Utah Hockey Club,Chicago Blackhawks,Regular
2024,10,9,Montreal Canadiens,Toronto Maple Leafs,Regular
2024,10,9,Pittsburgh Penguins,New York Rangers,Regular
2024,10,9,Vancouver Canucks,Calgary Flames,Regular
2024,10,9,Vegas Golden Knights,Colorado Avalanche,Regular
2024,10,9,Edmonton Oilers,Winnipeg Jets,Regular
2024,10,10,New Jersey Devils,Toronto Maple Leafs,Regular
2024,10,10,Ottawa Senators,Florida Panthers,Regular
2024,10,10,Buffalo Sabres,Los Angeles Kings,Regular
2024,10,10,Detroit Red Wings,Pittsburgh Penguins,Regular
2024,10,10,Boston Bruins,Montreal Canadiens,Regular
2024,10,10,New York Islanders,Utah Hockey Club,Regular
2024,10,10,Nashville Predators,Dallas Stars,Regular
2024,10,10,Minnesota Wild,Columbus Blue Jackets,Regular
2024,10,10,San Jose Sharks,St. Louis Blues,Regular
2024,10,11,Carolina Hurricanes,Tampa Bay Lightning,Regular
2024,10,11,Winnipeg Jets,Chicago Blackhawks,Regular
2024,10,11,Vancouver Canucks,Philadelphia Flyers,Regular
2024,10,11,Vegas Golden Knights,St. Louis Blues,Regular
2024,10,12,Boston Bruins,Los Angeles Kings,Regular
2024,10,12,Washington Capitals,New Jersey Devils,Regular
2024,10,12,Tampa Bay Lightning,Carolina Hurricanes,Regular
2024,10,12,Toronto Maple Leafs,Pittsburgh Penguins,Regular
2024,10,12,Buffalo Sabres,Florida Panthers,Regular
2024,10,12,Detroit Red Wings,Nashville Predators,Regular
2024,10,12,Montreal Canadiens,Ottawa Senators,Regular
2024,10,12,New York Rangers,Utah Hockey Club,Regular
2024,10,12,Dallas Stars,New York Islanders,Regular
2024,10,12,Minnesota Wild,Seattle Kraken,Regular
2024,10,12,Colorado Avalanche,Columbus Blue Jackets,Regular
2024,10,12,San Jose Sharks,Anaheim Ducks,Regular
2024,10,12,Calgary Flames,Philadelphia Flyers,Regular
2024,10,12,Edmonton Oilers,Chicago Blackhawks,Regular
2024,10,13,Winnipeg Jets,Minnesota Wild,Regular
2024,10,13,Edmonton Oilers,Calgary Flames,Regular
2024,10,13,Dallas Stars,Seattle Kraken,Regular
2024,10,13,Vegas Golden Knights,Anaheim Ducks,Regular
2024,10,14,Ottawa Senators,Los Angeles Kings,Regular
2024,10,14,Boston Bruins,Florida Panthers,Regular
2024,10,14,New York Rangers,Detroit Red Wings,Regular
2024,10,14,Montreal Canadiens,Pittsburgh Penguins,Regular
2024,10,14,Colorado Avalanche,New York Islanders,Regular
2024,10,14,New Jersey Devils,Utah Hockey Club,Regular
2024,10,15,Washington Capitals,Vegas Golden Knights,Regular
2024,10,15,Carolina Hurricanes,New Jersey Devils,Regular
2024,10,15,Columbus Blue Jackets,Florida Panthers,Regular
2024,10,15,Tampa Bay Lightning,Vancouver Canucks,Regular
2024,10,15,St. Louis Blues,Minnesota Wild,Regular
2024,10,15,Dallas Stars,San Jose Sharks,Regular
2024,10,15,Nashville Predators,Seattle Kraken,Regular
2024,10,15,Calgary Flames,Chicago Blackhawks,Regular
2024,10,15,Edmonton Oilers,Philadelphia Flyers,Regular
2024,10,16,Pittsburgh Penguins,Buffalo Sabres,Regular
2024,10,16,Toronto Maple Leafs,Los Angeles Kings,Regular
2024,10,16,Colorado Avalanche,Boston Bruins,Regular
2024,10,16,Anaheim Ducks,Utah Hockey Club,Regular
2024,10,17,Washington Capitals,Dallas Stars,Regular
2024,10,17,St. Louis Blues,New York Islanders,Regular
2024,10,17,Ottawa Senators,New Jersey Devils,Regular
2024,10,17,Columbus Blue Jackets,Buffalo Sabres,Regular
2024,10,17,Detroit Red Wings,New York Rangers,Regular
2024,10,17,Florida Panthers,Vancouver Canucks,Regular
2024,10,17,Montreal Canadiens,Los Angeles Kings,Regular
2024,10,17,Tampa Bay Lightning,Vegas Golden Knights,Regular
2024,10,17,Nashville Predators,Edmonton Oilers,Regular
2024,10,17,Chicago Blackhawks,San Jose Sharks,Regular
2024,10,17,Seattle Kraken,Philadelphia Flyers,Regular
2024,10,18,Winnipeg Jets,San Jose Sharks,Regular
2024,10,18,Pittsburgh Penguins,Carolina Hurricanes,Regular
2024,10,18,Colorado Avalanche,Anaheim Ducks,Regular
2024,10,19,Ottawa Senators,Tampa Bay Lightning,Regular
2024,10,19,Nashville Predators,Detroit Red Wings,Regular
2024,10,19,Dallas Stars,Edmonton Oilers,Regular
2024,10,19,Florida Panthers,Vegas Golden Knights,Regular
2024,10,19,Philadelphia Flyers,Vancouver Canucks,Regular
2024,10,19,New York Islanders,Montreal Canadiens,Regular
2024,10,19,Columbus Blue Jackets,Minnesota Wild,Regular
2024,10,19,Toronto Maple Leafs,New York Rangers,Regular
2024,10,19,Chicago Blackhawks,Buffalo Sabres,Regular
2024,10,19,St. Louis Blues,Carolina Hurricanes,Regular
2024,10,19,Utah Hockey Club,Boston Bruins,Regular
2024,10,19,Seattle Kraken,Calgary Flames,Regular
2024,10,19,New Jersey Devils,Washington Capitals,Regular
2024,10,20,Winnipeg Jets,Pittsburgh Penguins,Regular
2024,10,20,San Jose Sharks,Colorado Avalanche,Regular
2024,10,20,Anaheim Ducks,Los Angeles Kings,Regular
2024,10,21,Toronto Maple Leafs,Tampa Bay Lightning,Regular
2024,10,22,Philadelphia Flyers,Washington Capitals,Regular
2024,10,22,Florida Panthers,Minnesota Wild,Regular
2024,10,22,Buffalo Sabres,Dallas Stars,Regular
2024,10,22,Montreal Canadiens,New York Rangers,Regular
2024,10,22,Columbus Blue Jackets,Toronto Maple Leafs,Regular
2024,10,22,New York Islanders,Detroit Red Wings,Regular
2024,10,22,St. Louis Blues,Winnipeg Jets,Regular
2024,10,22,Nashville Predators,Boston Bruins,Regular
2024,10,22,Chicago Blackhawks,Vancouver Canucks,Regular
2024,10,22,Calgary Flames,Pittsburgh Penguins,Regular
2024,10,22,Edmonton Oilers,Carolina Hurricanes,Regular
2024,10,22,Utah Hockey Club,Ottawa Senators,Regular
2024,10,22,Anaheim Ducks,San Jose Sharks,Regular
2024,10,22,Seattle Kraken,Colorado Avalanche,Regular
2024,10,22,Vegas Golden Knights,Los Angeles Kings,Regular
2024,10,22,New Jersey Devils,Tampa Bay Lightning,Regular
2024,10,23,Washington Capitals,Philadelphia Flyers,Regular
2024,10,24,New York Rangers,Florida Panthers,Regular
2024,10,24,Detroit Red Wings,New Jersey Devils,Regular
2024,10,24,Tampa Bay Lightning,Minnesota Wild,Regular
2024,10,24,Toronto Maple Leafs,St. Louis Blues,Regular
2024,10,24,Boston Bruins,Dallas Stars,Regular
2024,10,24,Calgary Flames,Carolina Hurricanes,Regular
2024,10,24,Utah Hockey Club,Colorado Avalanche,Regular
2024,10,24,Seattle Kraken,Winnipeg Jets,Regular
2024,10,24,Los Angeles Kings,San Jose Sharks,Regular
2024,10,25,Vegas Golden Knights,Ottawa Senators,Regular
2024,10,25,Chicago Blackhawks,Nashville Predators,Regular
2024,10,25,Edmonton Oilers,Pittsburgh Penguins,Regular
2024,10,25,New Jersey Devils,New York Islanders,Regular
2024,10,26,Buffalo Sabres,Detroit Red Wings,Regular
2024,10,26,Philadelphia Flyers,Minnesota Wild,Regular
2024,10,26,Los Angeles Kings,Utah Hockey Club,Regular
2024,10,26,New York Rangers,Anaheim Ducks,Regular
2024,10,26,Calgary Flames,Winnipeg Jets,Regular
2024,10,26,Montreal Canadiens,St. Louis Blues,Regular
2024,10,26,Tampa Bay Lightning,Washington Capitals,Regular
2024,10,26,Boston Bruins,Toronto Maple Leafs,Regular
2024,10,26,New York Islanders,Florida Panthers,Regular
2024,10,26,Nashville Predators,Columbus Blue Jackets,Regular
2024,10,26,Dallas Stars,Chicago Blackhawks,Regular
2024,10,26,Vegas Golden Knights,San Jose Sharks,Regular
2024,10,26,Seattle Kraken,Carolina Hurricanes,Regular
2024,10,26,Vancouver Canucks,Pittsburgh Penguins,Regular
2024,10,27,Detroit Red Wings,Edmonton Oilers,Regular
2024,10,27,Philadelphia Flyers,Montreal Canadiens,Regular
2024,10,27,Colorado Avalanche,Ottawa Senators,Regular
2024,10,27,New Jersey Devils,Anaheim Ducks,Regular
2024,10,28,Winnipeg Jets,Toronto Maple Leafs,Regular
2024,10,28,Tampa Bay Lightning,Nashville Predators,Regular
2024,10,28,Buffalo Sabres,Florida Panthers,Regular
2024,10,28,Columbus Blue Jackets,Edmonton Oilers,Regular
2024,10,28,Utah Hockey Club,San Jose Sharks,Regular
2024,10,28,Colorado Avalanche,Chicago Blackhawks,Regular
2024,10,28,Vegas Golden Knights,Calgary Flames,Regular
2024,10,28,Vancouver Canucks,Carolina Hurricanes,Regular
2024,10,29,Washington Capitals,New York Rangers,Regular
2024,10,29,New York Islanders,Anaheim Ducks,Regular
2024,10,29,Montreal Canadiens,Seattle Kraken,Regular
2024,10,29,Ottawa Senators,St. Louis Blues,Regular
2024,10,29,Boston Bruins,Philadelphia Flyers,Regular
2024,10,29,Pittsburgh Penguins,Minnesota Wild,Regular
2024,10,29,San Jose Sharks,Los Angeles Kings,Regular
2024,10,30,Detroit Red Wings,Winnipeg Jets,Regular
2024,10,30,Colorado Avalanche,Tampa Bay Lightning,Regular
2024,10,30,Utah Hockey Club,Calgary Flames,Regular
2024,10,30,Los Angeles Kings,Vegas Golden Knights,Regular
2024,10,30,Vancouver Canucks,New Jersey Devils,Regular
2024,10,31,Washington Capitals,Montreal Canadiens,Regular
2024,10,31,Carolina Hurricanes,Boston Bruins,Regular
2024,10,31,Pittsburgh Penguins,Anaheim Ducks,Regular
2024,10,31,Columbus Blue Jackets,New York Islanders,Regular
2024,10,31,Philadelphia Flyers,St. Louis Blues,Regular
2024,10,31,Toronto Maple Leafs,Seattle Kraken,Regular
2024,10,31,Nashville Predators,Edmonton Oilers,Regular
2024,10,31,San Jose Sharks,Chicago Blackhawks,Regular
2024,11,1,New York Rangers,Ottawa Senators,Regular
2024,11,1,Buffalo Sabres,New York Islanders,Regular
2024,11,1,Columbus Blue Jackets,Winnipeg Jets,Regular
2024,11,1,Minnesota Wild,Tampa Bay Lightning,Regular
2024,11,1,Calgary Flames,New Jersey Devils,Regular
2024,11,1,Dallas Stars,Florida Panthers,Regular
2024,11,2,Washington Capitals,Columbus Blue Jackets,Regular
2024,11,2,Philadelphia Flyers,Boston Bruins,Regular
2024,11,2,Los Angeles Kings,Chicago Blackhawks,Regular
2024,11,2,Florida Panthers,Dallas Stars,Regular
2024,11,2,Detroit Red Wings,Buffalo Sabres,Regular
2024,11,2,Pittsburgh Penguins,Montreal Canadiens,Regular
2024,11,2,Ottawa Senators,Seattle Kraken,Regular
2024,11,2,St. Louis Blues,Toronto Maple Leafs,Regular
2024,11,2,Nashville Predators,Colorado Avalanche,Regular
2024,11,2,Vegas Golden Knights,Utah Hockey Club,Regular
2024,11,2,San Jose Sharks,Vancouver Canucks,Regular
2024,11,3,New York Rangers,New York Islanders,Regular
2024,11,3,Winnipeg Jets,Tampa Bay Lightning,Regular
2024,11,3,Carolina Hurricanes,Washington Capitals,Regular
2024,11,3,Minnesota Wild,Toronto Maple Leafs,Regular
2024,11,3,Boston Bruins,Seattle Kraken,Regular
2024,11,3,Calgary Flames,Edmonton Oilers,Regular
2024,11,3,Anaheim Ducks,Chicago Blackhawks,Regular
2024,11,4,Nashville Predators,Los Angeles Kings,Regular
2024,11,4,Edmonton Oilers,New Jersey Devils,Regular
2024,11,5,Carolina Hurricanes,Philadelphia Flyers,Regular
2024,11,5,Montreal Canadiens,Calgary Flames,Regular
2024,11,5,Toronto Maple Leafs,Boston Bruins,Regular
2024,11,5,Buffalo Sabres,Ottawa Senators,Regular
2024,11,5,Winnipeg Jets,Utah Hockey Club,Regular
2024,11,5,New York Islanders,Pittsburgh Penguins,Regular
2024,11,5,Minnesota Wild,Los Angeles Kings,Regular
2024,11,5,St. Louis Blues,Tampa Bay Lightning,Regular
2024,11,5,Colorado Avalanche,Seattle Kraken,Regular
2024,11,5,Anaheim Ducks,Vancouver Canucks,Regular
2024,11,5,San Jose Sharks,Columbus Blue Jackets,Regular
2024,11,6,Washington Capitals,Nashville Predators,Regular
2024,11,6,Chicago Blackhawks,Detroit Red Wings,Regular
2024,11,6,Edmonton Oilers,Vegas Golden Knights,Regular
2024,11,7,Ottawa Senators,New York Islanders,Regular
2024,11,7,Carolina Hurricanes,Pittsburgh Penguins,Regular
2024,11,7,New York Rangers,Buffalo Sabres,Regular
2024,11,7,Winnipeg Jets,Colorado Avalanche,Regular
2024,11,7,Florida Panthers,Nashville Predators,Regular
2024,11,7,Tampa Bay Lightning,Philadelphia Flyers,Regular
2024,11,7,Boston Bruins,Calgary Flames,Regular
2024,11,7,Dallas Stars,Chicago Blackhawks,Regular
2024,11,7,St. Louis Blues,Utah Hockey Club,Regular
2024,11,7,Los Angeles Kings,Vancouver Canucks,Regular
2024,11,7,San Jose Sharks,Minnesota Wild,Regular
2024,11,7,New Jersey Devils,Montreal Canadiens,Regular
2024,11,8,Washington Capitals,Pittsburgh Penguins,Regular
2024,11,8,Toronto Maple Leafs,Detroit Red Wings,Regular
2024,11,8,Seattle Kraken,Vegas Golden Knights,Regular
2024,11,8,Anaheim Ducks,Minnesota Wild,Regular
2024,11,9,Buffalo Sabres,Calgary Flames,Regular
2024,11,9,Winnipeg Jets,Dallas Stars,Regular
2024,11,9,Florida Panthers,Philadelphia Flyers,Regular
2024,11,9,Toronto Maple Leafs,Montreal Canadiens,Regular
2024,11,9,Detroit Red Wings,New York Rangers,Regular
2024,11,9,St. Louis Blues,Washington Capitals,Regular
2024,11,9,Boston Bruins,Ottawa Senators,Regular
2024,11,9,New York Islanders,New Jersey Devils,Regular
2024,11,9,Nashville Predators,Utah Hockey Club,Regular
2024,11,9,Los Angeles Kings,Columbus Blue Jackets,Regular
2024,11,9,Colorado Avalanche,Carolina Hurricanes,Regular
2024,11,9,Vancouver Canucks,Edmonton Oilers,Regular
2024,11,10,Chicago Blackhawks,Minnesota Wild,Regular
2024,11,10,Anaheim Ducks,Columbus Blue Jackets,Regular
2024,11,10,New Jersey Devils,San Jose Sharks,Regular
2024,11,11,Pittsburgh Penguins,Dallas Stars,Regular
2024,11,11,Philadelphia Flyers,San Jose Sharks,Regular
2024,11,11,Calgary Flames,Los Angeles Kings,Regular
2024,11,11,Colorado Avalanche,Nashville Predators,Regular
2024,11,11,Vegas Golden Knights,Carolina Hurricanes,Regular
2024,11,11,Buffalo Sabres,Montreal Canadiens,Regular
2024,11,12,New York Rangers,Winnipeg Jets,Regular
2024,11,12,Florida Panthers,New Jersey Devils,Regular
2024,11,12,Toronto Maple Leafs,Ottawa Senators,Regular
2024,11,12,St. Louis Blues,Boston Bruins,Regular
2024,11,12,Edmonton Oilers,New York Islanders,Regular
2024,11,12,Seattle Kraken,Columbus Blue Jackets,Regular
2024,11,12,Vancouver Canucks,Calgary Flames,Regular
2024,11,13,Washington Capitals,Toronto Maple Leafs,Regular
2024,11,13,Pittsburgh Penguins,Detroit Red Wings,Regular
2024,11,13,Utah Hockey Club,Carolina Hurricanes,Regular
2024,11,13,Colorado Avalanche,Los Angeles Kings,Regular
2024,11,13,Anaheim Ducks,Vegas Golden Knights,Regular
2024,11,14,New York Rangers,San Jose Sharks,Regular
2024,11,14,Buffalo Sabres,St. Louis Blues,Regular
2024,11,14,Florida Panthers,New Jersey Devils,Regular
2024,11,14,Ottawa Senators,Philadelphia Flyers,Regular
2024,11,14,Tampa Bay Lightning,Winnipeg Jets,Regular
2024,11,14,Dallas Stars,Boston Bruins,Regular
2024,11,14,Minnesota Wild,Montreal Canadiens,Regular
2024,11,14,Edmonton Oilers,Nashville Predators,Regular
2024,11,14,Seattle Kraken,Chicago Blackhawks,Regular
2024,11,14,Vancouver Canucks,New York Islanders,Regular
2024,11,15,Columbus Blue Jackets,Pittsburgh Penguins,Regular
2024,11,15,Utah Hockey Club,Vegas Golden Knights,Regular
2024,11,15,Calgary Flames,Nashville Predators,Regular
2024,11,15,Colorado Avalanche,Washington Capitals,Regular
2024,11,15,Anaheim Ducks,Detroit Red Wings,Regular
2024,11,16,Boston Bruins,St. Louis Blues,Regular
2024,11,16,Seattle Kraken,New York Islanders,Regular
2024,11,16,Pittsburgh Penguins,San Jose Sharks,Regular
2024,11,16,Toronto Maple Leafs,Edmonton Oilers,Regular
2024,11,16,Montreal Canadiens,Columbus Blue Jackets,Regular
2024,11,16,Carolina Hurricanes,Ottawa Senators,Regular
2024,11,16,Philadelphia Flyers,Buffalo Sabres,Regular
2024,11,16,Florida Panthers,Winnipeg Jets,Regular
2024,11,16,Tampa Bay Lightning,New Jersey Devils,Regular
2024,11,16,Los Angeles Kings,Detroit Red Wings,Regular
2024,11,16,Minnesota Wild,Dallas Stars,Regular
2024,11,16,Vancouver Canucks,Chicago Blackhawks,Regular
2024,11,17,Carolina Hurricanes,St. Louis Blues,Regular
2024,11,17,Vancouver Canucks,Nashville Predators,Regular
2024,11,17,Vegas Golden Knights,Washington Capitals,Regular
2024,11,17,Seattle Kraken,New York Rangers,Regular
2024,11,18,Philadelphia Flyers,Colorado Avalanche,Regular
2024,11,18,Boston Bruins,Columbus Blue Jackets,Regular
2024,11,18,Montreal Canadiens,Edmonton Oilers,Regular
2024,11,18,Dallas Stars,Anaheim Ducks,Regular
2024,11,18,Utah Hockey Club,Washington Capitals,Regular
2024,11,18,San Jose Sharks,Detroit Red Wings,Regular
2024,11,19,Winnipeg Jets,Florida Panthers,Regular
2024,11,19,Ottawa Senators,Edmonton Oilers,Regular
2024,11,19,Pittsburgh Penguins,Tampa Bay Lightning,Regular
2024,11,19,St. Louis Blues,Minnesota Wild,Regular
2024,11,19,Chicago Blackhawks,Anaheim Ducks,Regular
2024,11,19,Calgary Flames,New York Islanders,Regular
2024,11,19,Vancouver Canucks,New York Rangers,Regular
2024,11,20,Toronto Maple Leafs,Vegas Golden Knights,Regular
2024,11,20,Philadelphia Flyers,Carolina Hurricanes,Regular
2024,11,20,Dallas Stars,San Jose Sharks,Regular
2024,11,20,Seattle Kraken,Nashville Predators,Regular
2024,11,20,Los Angeles Kings,Buffalo Sabres,Regular
2024,11,21,Washington Capitals,Colorado Avalanche,Regular
2024,11,21,Columbus Blue Jackets,Tampa Bay Lightning,Regular
2024,11,21,Detroit Red Wings,New York Islanders,Regular
2024,11,21,Ottawa Senators,Vegas Golden Knights,Regular
2024,11,21,Boston Bruins,Utah Hockey Club,Regular
2024,11,21,St. Louis Blues,San Jose Sharks,Regular
2024,11,21,Chicago Blackhawks,Florida Panthers,Regular
2024,11,21,Calgary Flames,New York Rangers,Regular
2024,11,21,Edmonton Oilers,Minnesota Wild,Regular
2024,11,21,New Jersey Devils,Carolina Hurricanes,Regular
2024,11,22,Pittsburgh Penguins,Winnipeg Jets,Regular
2024,11,22,Anaheim Ducks,Buffalo Sabres,Regular
2024,11,23,Washington Capitals,New Jersey Devils,Regular
2024,11,23,Philadelphia Flyers,Chicago Blackhawks,Regular
2024,11,23,Los Angeles Kings,Seattle Kraken,Regular
2024,11,23,Calgary Flames,Minnesota Wild,Regular
2024,11,23,Florida Panthers,Colorado Avalanche,Regular
2024,11,23,Nashville Predators,Winnipeg Jets,Regular
2024,11,23,Detroit Red Wings,Boston Bruins,Regular
2024,11,23,Columbus Blue Jackets,Carolina Hurricanes,Regular
2024,11,23,Tampa Bay Lightning,Dallas Stars,Regular
2024,11,23,Montreal Canadiens,Vegas Golden Knights,Regular
2024,11,23,Ottawa Senators,Vancouver Canucks,Regular
2024,11,23,Pittsburgh Penguins,Utah Hockey Club,Regular
2024,11,23,New York Islanders,St. Louis Blues,Regular
2024,11,23,San Jose Sharks,Buffalo Sabres,Regular
2024,11,23,Edmonton Oilers,New York Rangers,Regular
2024,11,24,Toronto Maple Leafs,Utah Hockey Club,Regular
2024,11,25,Tampa Bay Lightning,Colorado Avalanche,Regular
2024,11,25,Carolina Hurricanes,Dallas Stars,Regular
2024,11,25,Florida Panthers,Washington Capitals,Regular
2024,11,25,New York Rangers,St. Louis Blues,Regular
2024,11,25,Philadelphia Flyers,Vegas Golden Knights,Regular
2024,11,25,New York Islanders,Detroit Red Wings,Regular
2024,11,25,Ottawa Senators,Calgary Flames,Regular
2024,11,25,Minnesota Wild,Winnipeg Jets,Regular
2024,11,25,Anaheim Ducks,Seattle Kraken,Regular
2024,11,25,San Jose Sharks,Los Angeles Kings,Regular
2024,11,25,New Jersey Devils,Nashville Predators,Regular
2024,11,26,Montreal Canadiens,Utah Hockey Club,Regular
2024,11,26,Boston Bruins,Vancouver Canucks,Regular
2024,11,27,Columbus Blue Jackets,Montreal Canadiens,Regular
2024,11,27,Carolina Hurricanes,New York Rangers,Regular
2024,11,27,Buffalo Sabres,Minnesota Wild,Regular
2024,11,27,Detroit Red Wings,Calgary Flames,Regular
2024,11,27,New York Islanders,Boston Bruins,Regular
2024,11,27,Florida Panthers,Toronto Maple Leafs,Regular
2024,11,27,Pittsburgh Penguins,Vancouver Canucks,Regular
2024,11,27,Tampa Bay Lightning,Washington Capitals,Regular
2024,11,27,Nashville Predators,Philadelphia Flyers,Regular
2024,11,27,Chicago Blackhawks,Dallas Stars,Regular
2024,11,27,Colorado Avalanche,Vegas Golden Knights,Regular
2024,11,27,Seattle Kraken,Anaheim Ducks,Regular
2024,11,27,Los Angeles Kings,Winnipeg Jets,Regular
2024,11,27,San Jose Sharks,Ottawa Senators,Regular
2024,11,27,New Jersey Devils,St. Louis Blues,Regular
2024,11,29,Washington Capitals,New York Islanders,Regular
2024,11,29,Philadelphia Flyers,New York Rangers,Regular
2024,11,29,Minnesota Wild,Chicago Blackhawks,Regular
2024,11,29,Nashville Predators,Tampa Bay Lightning,Regular
2024,11,29,Carolina Hurricanes,Florida Panthers,Regular
2024,11,29,Columbus Blue Jackets,Calgary Flames,Regular
2024,11,29,Buffalo Sabres,Vancouver Canucks,Regular
2024,11,29,Detroit Red Wings,New Jersey Devils,Regular
2024,11,29,San Jose Sharks,Seattle Kraken,Regular
2024,11,29,Anaheim Ducks,Los Angeles Kings,Regular
2024,11,29,Boston Bruins,Pittsburgh Penguins,Regular
2024,11,29,Dallas Stars,Colorado Avalanche,Regular
2024,11,29,Vegas Golden Knights,Winnipeg Jets,Regular
2024,11,29,Utah Hockey Club,Edmonton Oilers,Regular
2024,11,30,New York Rangers,Montreal Canadiens,Regular
2024,11,30,Florida Panthers,Carolina Hurricanes,Regular
2024,11,30,Pittsburgh Penguins,Calgary Flames,Regular
2024,11,30,Los Angeles Kings,Ottawa Senators,Regular
2024,11,30,St. Louis Blues,Philadelphia Flyers,Regular
2024,11,30,Tampa Bay Lightning,Toronto Maple Leafs,Regular
2024,11,30,New York Islanders,Buffalo Sabres,Regular
2024,11,30,Minnesota Wild,Nashville Predators,Regular
2024,11,30,Colorado Avalanche,Edmonton Oilers,Regular
2024,11,30,Seattle Kraken,San Jose Sharks,Regular
2024,11,30,Vegas Golden Knights,Utah Hockey Club,Regular
2024,11,30,New Jersey Devils,Washington Capitals,Regular
2024,12,1,Chicago Blackhawks,Columbus Blue Jackets,Regular
2024,12,1,Boston Bruins,Montreal Canadiens,Regular
2024,12,1,Dallas Stars,Winnipeg Jets,Regular
2024,12,1,Anaheim Ducks,Ottawa Senators,Regular
2024,12,1,Detroit Red Wings,Vancouver Canucks,Regular
2024,12,2,New York Rangers,New Jersey Devils,Regular
2024,12,2,Toronto Maple Leafs,Chicago Blackhawks,Regular
2024,12,2,Utah Hockey Club,Dallas Stars,Regular
2024,12,3,Washington Capitals,San Jose Sharks,Regular
2024,12,3,Pittsburgh Penguins,Florida Panthers,Regular
2024,12,3,Carolina Hurricanes,Seattle Kraken,Regular
2024,12,3,Buffalo Sabres,Colorado Avalanche,Regular
2024,12,3,Montreal Canadiens,New York Islanders,Regular
2024,12,3,Winnipeg Jets,St. Louis Blues,Regular
2024,12,3,Boston Bruins,Detroit Red Wings,Regular
2024,12,3,Minnesota Wild,Vancouver Canucks,Regular
2024,12,3,Calgary Flames,Columbus Blue Jackets,Regular
2024,12,3,Vegas Golden Knights,Edmonton Oilers,Regular
2024,12,4,Toronto Maple Leafs,Nashville Predators,Regular
2024,12,4,Chicago Blackhawks,Boston Bruins,Regular
2024,12,4,Los Angeles Kings,Dallas Stars,Regular
2024,12,4,Anaheim Ducks,Vegas Golden Knights,Regular
2024,12,5,Carolina Hurricanes,Colorado Avalanche,Regular
2024,12,5,Philadelphia Flyers,Florida Panthers,Regular
2024,12,5,Ottawa Senators,Detroit Red Wings,Regular
2024,12,5,Buffalo Sabres,Winnipeg Jets,Regular
2024,12,5,Montreal Canadiens,Nashville Predators,Regular
2024,12,5,Tampa Bay Lightning,San Jose Sharks,Regular
2024,12,5,New York Islanders,Seattle Kraken,Regular
2024,12,5,Edmonton Oilers,Columbus Blue Jackets,Regular
2024,12,5,Calgary Flames,St. Louis Blues,Regular
2024,12,6,Winnipeg Jets,Columbus Blue Jackets,Regular
2024,12,6,New York Rangers,Pittsburgh Penguins,Regular
2024,12,6,Toronto Maple Leafs,Washington Capitals,Regular
2024,12,6,Vancouver Canucks,Columbus Blue Jackets,Regular
2024,12,6,Vegas Golden Knights,Dallas Stars,Regular
2024,12,6,Anaheim Ducks,Minnesota Wild,Regular
2024,12,6,New Jersey Devils,Seattle Kraken,Regular
2024,12,7,Buffalo Sabres,Utah Hockey Club,Regular
2024,12,7,Boston Bruins,Philadelphia Flyers,Regular
2024,12,7,Chicago Blackhawks,Winnipeg Jets,Regular
2024,12,7,New York Islanders,Carolina Hurricanes,Regular
2024,12,7,Florida Panthers,San Jose Sharks,Regular
2024,12,7,Ottawa Senators,Nashville Predators,Regular
2024,12,7,Detroit Red Wings,Colorado Avalanche,Regular
2024,12,7,Montreal Canadiens,Washington Capitals,Regular
2024,12,7,Pittsburgh Penguins,Toronto Maple Leafs,Regular
2024,12,7,Los Angeles Kings,Minnesota Wild,Regular
2024,12,7,Edmonton Oilers,St. Louis Blues,Regular
2024,12,8,New York Rangers,Seattle Kraken,Regular
2024,12,8,Vancouver Canucks,Tampa Bay Lightning,Regular
2024,12,8,Ottawa Senators,New York Islanders,Regular
2024,12,8,Philadelphia Flyers,Utah Hockey Club,Regular
2024,12,8,Dallas Stars,Calgary Flames,Regular
2024,12,8,New Jersey Devils,Colorado Avalanche,Regular
2024,12,9,Buffalo Sabres,Detroit Red Wings,Regular
2024,12,9,New York Rangers,Chicago Blackhawks,Regular
2024,12,9,Montreal Canadiens,Anaheim Ducks,Regular
2024,12,10,Columbus Blue Jackets,Philadelphia Flyers,Regular
2024,12,10,Winnipeg Jets,Boston Bruins,Regular
2024,12,10,Carolina Hurricanes,San Jose Sharks,Regular
2024,12,10,Pittsburgh Penguins,Colorado Avalanche,Regular
2024,12,10,New York Islanders,Los Angeles Kings,Regular
2024,12,10,Nashville Predators,Calgary Flames,Regular
2024,12,10,Edmonton Oilers,Tampa Bay Lightning,Regular
2024,12,10,Utah Hockey Club,Minnesota Wild,Regular
2024,12,10,Seattle Kraken,Florida Panthers,Regular
2024,12,10,Vancouver Canucks,St. Louis Blues,Regular
2024,12,10,New Jersey Devils,Toronto Maple Leafs,Regular
2024,12,11,Ottawa Senators,Anaheim Ducks,Regular
2024,12,11,Buffalo Sabres,New York Rangers,Regular
2024,12,12,Philadelphia Flyers,Detroit Red Wings,Regular
2024,12,12,Columbus Blue Jackets,Washington Capitals,Regular
2024,12,12,Toronto Maple Leafs,Anaheim Ducks,Regular
